,nrOfConversations,longestConversation,longestConversationInDays,averageConversationLength,averageConversationLengthInDays,medianConversationLength,medianConversationLengthInDays,nrOfOneMessageConversations,percentOfOneMessageConversations,nrOfGhostingsAfterInitialMessage,ageFilterMin,ageFilterMax,appOpens,matches,messagesReceived,messagesSent,swipeLikes,swipePasses,birthYear,createYear,F,M,bisexual,gay,straight,swipeRatio,successRate,accountAge,averagenrofConversations_annual,averagenrofOneMessageConversations_annual,averageMatches_annual,totalSwipes,averageSwipes_annual,averageappOpens_annual,messagesRatio,averagenrOfGhostingsAfterInitialMessage_annual,ghostingPercentage,ageFilterRange,swipesPerappOpen
898,8,38,9.145844907407408,11.25,1.6733203125000002,5,0.4777430555555556,1,12.5,0,22,26,1295,9,93,97,1499,18653,1997,2019,0,1,0,0,1,0.0803624081917118,0.00600400266844563,3,2.6666666666666665,0.3333333333333333,3.0,20152,6717.333333333333,431.6666666666667,0.9587628865979382,0.0,0.0,4,15.561389961389962
899,447,42,1022.6821412037037,4.317673378076063,6.602443268912092,1,0.0,214,47.87472035794183,11,18,22,10689,909,1270,1580,29909,26775,1999,2017,0,1,0,0,1,1.1170494864612512,0.030392189641913807,5,89.4,42.8,181.8,56684,11336.8,2137.8,0.8037974683544303,2.2,0.024608501118568233,4,5.303021798110207
900,12,69,4.786574074074074,13.25,1.2550655864197533,6,1.1100694444444446,2,16.666666666666664,0,20,25,310,21,190,159,51,6687,2001,2019,1,0,0,0,1,0.00762673844773441,0.4117647058823529,3,4.0,0.6666666666666666,7.0,6738,2246.0,103.33333333333333,1.1949685534591195,0.0,0.0,5,21.73548387096774
901,1434,202,291.4081597222222,8.50836820083682,3.2671225350612128,3,0.031041666666666665,258,17.99163179916318,237,20,35,31792,4315,15781,12249,12451,139922,1999,2016,1,0,0,0,1,0.08898529180543446,0.3465585093566782,6,239.0,43.0,719.1666666666666,152373,25395.5,5298.666666666667,1.2883500693934198,39.5,0.16527196652719664,15,4.792809511826874
902,79,132,70.72334490740741,10.341772151898734,5.647247274964839,3,0.3215162037037037,23,29.11392405063291,1,18,29,1334,67,193,236,4523,21998,2000,2020,0,1,0,0,1,0.2056096008728066,0.014813177094848551,2,39.5,11.5,33.5,26521,13260.5,667.0,0.8177966101694916,0.5,0.012658227848101266,11,19.8808095952024
903,249,85,62.963055555555556,3.0642570281124497,0.9565952234865385,1,0.0,142,57.028112449799195,8,23,39,11706,435,753,708,13931,155344,1991,2015,0,1,0,0,1,0.08967839118343805,0.031225324815160434,7,35.57142857142857,20.285714285714285,62.142857142857146,169275,24182.14285714286,1672.2857142857142,1.0635593220338984,1.1428571428571428,0.0321285140562249,16,14.460533059969247
904,138,128,104.71590277777777,9.68840579710145,6.6845427402039705,3,0.18443287037037037,36,26.08695652173913,0,18,1000,609,27,138,170,1501,7569,1996,2021,0,1,0,0,1,0.19830889153124587,0.01798800799467022,1,138.0,36.0,27.0,9070,9070.0,609.0,0.8117647058823529,0.0,0.0,982,14.893267651888342
905,411,126,597.2462962962964,5.454987834549878,5.338266817608366,2,0.0004861111111111111,163,39.65936739659367,14,18,1000,9937,1769,1858,2065,45692,31464,1998,2016,0,1,0,0,1,1.4521993389270278,0.038715748927602205,6,68.5,27.166666666666668,294.8333333333333,77156,12859.333333333334,1656.1666666666667,0.8997578692493947,2.3333333333333335,0.0340632603406326,982,7.764516453658046
906,25,6,2.0449189814814814,1.68,0.19586898148148146,1,0.0,17,68.0,0,18,27,1476,27,20,47,1614,2364,1996,2019,0,1,0,0,1,0.682741116751269,0.016728624535315983,3,8.333333333333334,5.666666666666667,9.0,3978,1326.0,492.0,0.425531914893617,0.0,0.0,9,2.6951219512195124
907,1271,130,370.9861226851852,7.40204563335956,3.6660801315674423,2,0.0001273148148148148,591,46.49881982690795,21,18,60,15672,3397,7805,9245,20221,29921,1990,2013,0,1,0,0,1,0.675812974165302,0.1679936699470847,9,141.22222222222223,65.66666666666667,377.44444444444446,50142,5571.333333333333,1741.3333333333333,0.8442401297998918,2.3333333333333335,0.016522423288749016,42,3.1994640122511484
908,1310,219,933.3951388888889,6.153435114503817,6.574677277707096,2,0.003611111111111111,579,44.19847328244275,12,18,23,35392,1751,6661,8055,112992,19445,1998,2016,0,1,0,0,1,5.81085111853947,0.015496672330784481,6,218.33333333333334,96.5,291.8333333333333,132437,22072.833333333332,5898.666666666667,0.8269397889509621,2.0,0.00916030534351145,5,3.742003842676311
909,226,61,233.85177083333335,6.911504424778761,5.10521319854146,2,0.008530092592592593,86,38.05309734513274,5,18,22,4139,431,1201,1613,14928,25696,1999,2019,0,1,0,0,1,0.5809464508094645,0.028871918542336547,3,75.33333333333333,28.666666666666668,143.66666666666666,40624,13541.333333333334,1379.6666666666667,0.7445753254804711,1.6666666666666667,0.022123893805309734,4,9.814931142788113
913,215,197,97.85638888888889,8.227906976744187,1.843713393626185,3,0.042395833333333334,84,39.06976744186046,3,18,1000,11068,346,1730,1762,53762,95118,1998,2018,0,1,0,0,1,0.5652137345192287,0.0064357724787024295,4,53.75,21.0,86.5,148880,37220.0,2767.0,0.981838819523269,0.75,0.013953488372093023,982,13.451391398626672
915,82,133,15.904768518518518,8.097560975609756,1.136390864950316,3,0.010694444444444444,22,26.82926829268293,4,18,22,1790,89,466,545,1212,6485,2002,2020,0,1,0,0,1,0.18689282960678488,0.07343234323432343,2,41.0,11.0,44.5,7697,3848.5,895.0,0.8550458715596331,2.0,0.04878048780487805,4,4.3
916,134,120,117.7225,9.955223880597014,2.2307310668877833,3,0.020162037037037037,46,34.32835820895522,4,18,23,2437,114,949,980,14787,13225,2000,2019,0,1,0,0,1,1.1181096408317581,0.007709474538445932,3,44.666666666666664,15.333333333333334,38.0,28012,9337.333333333334,812.3333333333334,0.9683673469387755,1.3333333333333333,0.029850746268656716,5,11.494460402133772
917,305,116,39.12252314814815,4.6,0.47270905434122645,1,0.0,69,22.62295081967213,109,24,1000,2182,833,1538,785,1989,21423,1995,2014,1,0,1,0,0,0.09284413947626383,0.4188034188034188,8,38.125,8.625,104.125,23412,2926.5,272.75,1.959235668789809,13.625,0.35737704918032787,976,10.729605866177819
918,53,1238,24.593819444444446,42.339622641509436,2.3433975366876307,5,0.3317361111111111,19,35.84905660377358,0,18,1000,243,14,268,231,906,235,1989,2021,0,1,0,0,1,3.8553191489361702,0.01545253863134658,1,53.0,19.0,14.0,1141,1141.0,243.0,1.1601731601731602,0.0,0.0,982,4.695473251028806
919,5,5,110.52601851851851,2.8,33.31648148148148,3,0.0022800925925925927,2,40.0,0,18,30,1073,12,6,14,2258,4024,1994,2014,0,1,0,0,1,0.5611332007952287,0.005314437555358724,8,0.625,0.25,1.5,6282,785.25,134.125,0.42857142857142855,0.0,0.0,12,5.854613233923579
920,94,106,35.48277777777778,13.946808510638299,2.16756870567376,4,0.08287037037037037,5,5.319148936170213,2,24,31,5973,138,807,997,16116,64897,1993,2020,0,1,0,0,1,0.24833197220210487,0.008562918838421444,2,47.0,2.5,69.0,81013,40506.5,2986.5,0.8094282848545636,1.0,0.02127659574468085,7,13.563201071488365
921,237,103,24.466898148148147,6.40084388185654,1.3647364822628532,2,0.027453703703703702,81,34.177215189873415,0,18,28,4736,278,1150,1331,4018,8174,1997,2019,0,1,0,0,1,0.4915586004404208,0.06918865107018417,3,79.0,27.0,92.66666666666667,12192,4064.0,1578.6666666666667,0.8640120210368144,0.0,0.0,10,2.574324324324324
922,77,874,399.17974537037037,24.038961038961038,13.127830838143339,3,0.27293981481481483,19,24.675324675324674,4,18,45,5359,283,855,810,13731,12906,1993,2020,0,1,0,0,1,1.0639237563923756,0.020610297866142307,2,38.5,9.5,141.5,26637,13318.5,2679.5,1.0555555555555556,2.0,0.05194805194805195,27,4.9705168874790076
923,18,550,12.168668981481481,51.55555555555556,1.5680150462962963,10,0.28930555555555554,3,16.666666666666664,0,19,26,2188,20,152,333,1628,16693,1997,2020,0,1,0,0,1,0.09752590906367939,0.012285012285012284,2,9.0,1.5,10.0,18321,9160.5,1094.0,0.45645645645645644,0.0,0.0,7,8.373400365630713
924,18,28,10.464583333333334,7.833333333333333,1.6245190329218109,5,0.00038194444444444446,1,5.555555555555555,1,22,32,2206,55,63,141,1041,67808,1994,2020,0,1,0,0,1,0.01535217083529967,0.052833813640730067,2,9.0,0.5,27.5,68849,34424.5,1103.0,0.44680851063829785,0.5,0.05555555555555555,10,31.20988213961922
925,567,148,315.0256597222222,11.033509700176367,5.451886961917825,3,0.0044907407407407405,121,21.340388007054674,44,25,45,9493,904,4331,5162,7144,67803,1995,2015,0,1,0,1,0,0.10536406943645561,0.1265397536394177,7,81.0,17.285714285714285,129.14285714285714,74947,10706.714285714286,1356.142857142857,0.8390158853157691,6.285714285714286,0.07760141093474426,20,7.894975244917307
926,1177,91,1510.2248842592592,2.681393372982158,13.048576497057827,1,0.0,496,42.1410365335599,261,18,1000,6440,5004,3220,2682,47540,50337,1992,2013,0,1,0,1,0,0.9444345113932098,0.10525872949095498,9,130.77777777777777,55.111111111111114,556.0,97877,10875.222222222223,715.5555555555555,1.2005965697240866,29.0,0.221750212404418,982,15.198291925465838
927,65,78,486.19100694444444,9.8,14.54172667378917,4,2.100532407407407,18,27.692307692307693,0,25,49,6772,253,862,567,2827,5320,1988,2019,0,1,0,0,1,0.531390977443609,0.08949416342412451,3,21.666666666666668,6.0,84.33333333333333,8147,2715.6666666666665,2257.3333333333335,1.5202821869488536,0.0,0.0,24,1.2030419373892498
928,178,202,236.7420486111111,25.10674157303371,5.669376820640865,10,0.24773148148148147,50,28.08988764044944,2,22,26,4593,258,4121,4498,4338,11151,1990,2019,0,1,0,0,1,0.3890234059725585,0.059474412171507604,3,59.333333333333336,16.666666666666668,86.0,15489,5163.0,1531.0,0.9161849710982659,0.6666666666666666,0.011235955056179775,4,3.372305682560418
929,150,189,106.00288194444444,17.013333333333332,3.780235648148148,3,0.17020833333333332,36,24.0,4,25,36,10163,291,2089,2338,9126,10988,1988,2020,0,1,0,0,1,0.8305424099017109,0.03188691650230112,2,75.0,18.0,145.5,20114,10057.0,5081.5,0.8934987168520102,2.0,0.02666666666666667,11,1.9791400177113057
930,163,99,22.690590277777776,6.7975460122699385,1.3473956913201546,2,0.0002662037037037037,55,33.74233128834356,1,18,35,3260,242,891,1169,43047,14886,1993,2018,0,1,0,0,1,2.8917775090689237,0.005621762259855507,4,40.75,13.75,60.5,57933,14483.25,815.0,0.7621899059024807,0.25,0.006134969325153374,17,17.770858895705523
931,59,96,33.054409722222225,6.830508474576271,1.2495231089139989,3,0.07212962962962963,21,35.59322033898305,1,27,34,18657,99,16663,16604,4802,125468,1991,2019,0,1,0,0,1,0.03827270698504798,0.020616409829237816,3,19.666666666666668,7.0,33.0,130270,43423.333333333336,6219.0,1.0035533606359914,0.3333333333333333,0.01694915254237288,7,6.982365868038806
932,199,125,13.812199074074075,9.025125628140703,0.4779770961287919,3,0.010335648148148148,63,31.65829145728643,11,18,26,7426,403,1919,1905,6702,45912,2001,2019,0,1,0,1,0,0.1459749085206482,0.06013130408833184,3,66.33333333333333,21.0,134.33333333333334,52614,17538.0,2475.3333333333335,1.0073490813648294,3.6666666666666665,0.05527638190954774,8,7.085106382978723
933,1071,52,1002.9160648148148,3.019607843137255,3.110013767852819,1,0.0,521,48.64612511671335,82,18,40,18466,2866,2819,2689,146164,70501,1992,2014,0,1,0,0,1,2.0732188195912116,0.019608111436468623,8,133.875,65.125,358.25,216665,27083.125,2308.25,1.0483451097062104,10.25,0.0765639589169001,22,11.733185313549226
934,92,118,41.114756944444444,9.293478260869565,3.596033237721419,3,0.0650462962962963,24,26.08695652173913,13,25,1000,6262,243,503,586,15364,4587,1991,2020,0,1,0,0,1,3.3494658818399827,0.015816193699557408,2,46.0,12.0,121.5,19951,9975.5,3131.0,0.8583617747440273,6.5,0.14130434782608695,975,3.18604279782817
936,203,161,126.46268518518518,6.719211822660099,2.090203943167306,2,0.00010416666666666667,88,43.34975369458128,11,21,26,2117,522,1705,1472,2152,18075,1998,2019,1,0,1,0,0,0.1190594744121715,0.2425650557620818,3,67.66666666666667,29.333333333333332,174.0,20227,6742.333333333333,705.6666666666666,1.158288043478261,3.6666666666666665,0.054187192118226604,5,9.554558337269722
937,66,220,202.08898148148148,31.196969696969695,3.8233906776094275,5,0.11443287037037037,17,25.757575757575758,1,18,32,1419,152,1600,2110,1588,10584,1991,2019,0,1,0,0,1,0.15003779289493574,0.09571788413098237,3,22.0,5.666666666666667,50.666666666666664,12172,4057.3333333333335,473.0,0.7582938388625592,0.3333333333333333,0.015151515151515152,14,8.577871740662438
938,20,341,30.96990740740741,24.3,2.287707175925926,4,0.029513888888888888,1,5.0,7,18,38,751,44,366,419,2669,17786,1983,2021,0,1,0,0,1,0.15006184639604184,0.016485575121768452,1,20.0,1.0,44.0,20455,20455.0,751.0,0.8735083532219571,7.0,0.35,20,27.237017310252995
939,1655,92,1234.9594212962963,2.506344410876133,10.331203333053613,1,0.0,728,43.987915407854985,297,18,30,23833,4400,2719,3451,102575,140306,1995,2014,0,1,0,0,1,0.7310806380340114,0.04289544235924933,8,206.875,91.0,550.0,242881,30360.125,2979.125,0.7878875688206317,37.125,0.17945619335347432,12,10.190953719632443
940,143,85,135.59770833333334,9.447552447552448,3.0477156177156175,3,0.20734953703703704,37,25.874125874125873,14,19,24,6417,643,1684,1363,10466,23171,1996,2018,0,1,1,0,0,0.4516852962755168,0.061437034206000385,4,35.75,9.25,160.75,33637,8409.25,1604.25,1.235509904622157,3.5,0.0979020979020979,5,5.241857565840736
941,2,69,6.115659722222222,35.5,3.0578819444444445,69,6.115659722222222,0,0.0,0,18,25,706,6,45,70,718,3381,1995,2020,0,1,0,0,1,0.21236320615202603,0.008356545961002786,2,1.0,0.0,3.0,4099,2049.5,353.0,0.6428571428571429,0.0,0.0,7,5.805949008498583
942,282,58,191.45751157407406,5.457446808510638,1.9350311514972414,3,0.003425925925925926,48,17.02127659574468,17,18,35,12275,1131,881,1514,49246,208010,1993,2016,0,1,0,0,1,0.23674823325801644,0.022966332290947487,6,47.0,8.0,188.5,257256,42876.0,2045.8333333333333,0.5819022457067371,2.8333333333333335,0.06028368794326241,17,20.957718940936864
943,18,59,7.355543981481482,6.333333333333333,0.578323688271605,1,0.0,9,50.0,2,24,32,2223,100,88,117,15649,142798,1988,2015,0,1,0,0,1,0.1095883695850082,0.006390184676337146,7,2.5714285714285716,1.2857142857142858,14.285714285714286,158447,22635.285714285714,317.57142857142856,0.7521367521367521,0.2857142857142857,0.1111111111111111,8,71.27620332883491
944,46,25,13.897199074074074,3.630434782608696,0.8039588365539452,1,0.0,29,63.04347826086957,3,23,36,2775,43,302,317,8680,42163,1993,2019,0,1,0,0,1,0.20586770391101203,0.004953917050691244,3,15.333333333333334,9.666666666666666,14.333333333333334,50843,16947.666666666668,925.0,0.9526813880126183,1.0,0.06521739130434782,13,18.3218018018018
946,98,78,101.60642361111111,3.2755102040816326,2.1411563444822375,1,0.0,36,36.734693877551024,33,23,1000,8702,694,238,162,191175,26608,1992,2013,0,1,0,0,1,7.184869212266987,0.0036301817706290047,9,10.88888888888889,4.0,77.11111111111111,217783,24198.11111111111,966.8888888888889,1.4691358024691359,3.6666666666666665,0.336734693877551,977,25.02677545391864
948,235,200,59.057372685185186,9.080851063829787,1.8702632486209612,2,0.043229166666666666,78,33.191489361702125,11,31,42,3900,323,1537,1621,3134,23859,1979,2020,0,1,0,0,1,0.13135504421811475,0.103063178047224,2,117.5,39.0,161.5,26993,13496.5,1950.0,0.9481801357186922,5.5,0.04680851063829787,11,6.921282051282051
949,23,19,63.11423611111111,3.652173913043478,3.994477153784219,2,0.055983796296296295,6,26.08695652173913,3,28,35,217,6,19,18,914,4953,1990,2020,0,1,0,0,1,0.18453462547950736,0.006564551422319475,2,11.5,3.0,3.0,5867,2933.5,108.5,1.0555555555555556,1.5,0.13043478260869565,7,27.036866359447004
951,163,106,16.111909722222222,4.110429447852761,0.44270804930697577,1,0.0,94,57.668711656441715,13,25,37,3473,408,311,406,22722,23571,1986,2017,0,1,0,0,1,0.9639811632938781,0.01795616583047267,5,32.6,18.8,81.6,46293,9258.6,694.6,0.7660098522167488,2.6,0.07975460122699386,12,13.329398214799884
952,71,195,6.428506944444444,9.619718309859154,0.26392475221700584,2,9.259259259259259e-05,13,18.30985915492958,15,19,23,1620,186,644,683,750,24596,2001,2019,1,0,0,0,1,0.030492763050902587,0.248,3,23.666666666666668,4.333333333333333,62.0,25346,8448.666666666666,540.0,0.9428989751098097,5.0,0.2112676056338028,4,15.64567901234568
953,22,21,16.91053240740741,3.772727272727273,2.299781670875421,3,0.2063310185185185,7,31.818181818181817,0,18,21,118,16,6,3,764,1168,2002,2021,0,1,0,0,1,0.6541095890410958,0.020942408376963352,1,22.0,7.0,16.0,1932,1932.0,118.0,2.0,0.0,0.0,3,16.372881355932204
954,179,873,1206.6055787037037,42.312849162011176,12.856754021829087,10,1.9712037037037038,21,11.731843575418994,0,20,38,3647,172,5886,6774,4534,7504,1992,2017,0,1,0,0,1,0.6042110874200426,0.037935597706219674,5,35.8,4.2,34.4,12038,2407.6,729.4,0.8689105403011514,0.0,0.0,18,3.3007951741157115
956,300,200,329.8473842592593,14.946666666666667,7.834453742283942,4,0.12347222222222222,82,27.333333333333332,11,20,45,6376,689,3692,4053,28083,31950,1996,2019,0,1,0,0,1,0.8789671361502347,0.024534415838763667,3,100.0,27.333333333333332,229.66666666666666,60033,20011.0,2125.3333333333335,0.9109301751788799,3.6666666666666665,0.03666666666666667,25,9.415464240903388
959,86,231,501.8885300925926,7.209302325581396,12.488944605943152,2,4.6296296296296294e-05,42,48.837209302325576,1,23,33,2006,114,694,509,21223,351,1995,2018,0,1,0,0,1,60.464387464387464,0.005371530886302597,4,21.5,10.5,28.5,21574,5393.5,501.5,1.3634577603143418,0.25,0.011627906976744186,10,10.754735792622133
960,5,47,20.189918981481483,23.4,6.311171296296297,24,4.561527777777778,1,20.0,0,30,41,659,6,131,117,410,23173,1978,2018,0,1,0,0,1,0.017693004790057393,0.014634146341463415,4,1.25,0.25,1.5,23583,5895.75,164.75,1.1196581196581197,0.0,0.0,11,35.786039453717756
961,618,661,336.0787962962963,9.694174757281553,5.283358747602769,3,0.009097222222222222,169,27.346278317152105,3,18,40,6823,677,3545,5332,10187,18799,1994,2020,0,1,0,0,1,0.5418905260918134,0.06645724943555512,2,309.0,84.5,338.5,28986,14493.0,3411.5,0.6648537134283571,1.5,0.0048543689320388345,22,4.248277883628902
962,223,219,278.40811342592593,7.085201793721973,7.373584537452251,3,0.13998842592592592,56,25.112107623318387,3,22,26,8281,474,1390,1601,23932,64929,1998,2017,0,1,0,0,1,0.3685872260469128,0.01980611733244192,5,44.6,11.2,94.8,88861,17772.2,1656.2,0.868207370393504,0.6,0.013452914798206279,4,10.730708851587972
963,5,168,2.076840277777778,48.6,0.6226296296296296,7,0.007997685185185186,1,20.0,0,18,21,780,6,222,243,970,7841,2000,2019,0,1,0,0,1,0.12370871062364494,0.006185567010309278,3,1.6666666666666667,0.3333333333333333,2.0,8811,2937.0,260.0,0.9135802469135802,0.0,0.0,3,11.296153846153846
965,582,106,485.36761574074075,5.536082474226804,7.808750258527424,2,0.039074074074074074,215,36.94158075601375,24,18,1000,10507,2234,2407,3001,68001,86183,1996,2014,0,1,0,0,1,0.7890303192044835,0.03285245805208747,8,72.75,26.875,279.25,154184,19273.0,1313.375,0.8020659780073309,3.0,0.041237113402061855,982,14.674407537831922
966,23,53,104.99302083333333,7.695652173913044,9.933730374396136,4,0.011041666666666667,4,17.391304347826086,1,18,35,1682,61,208,177,3847,13286,1989,2020,0,1,0,0,1,0.2895529128405841,0.01585651156745516,2,11.5,2.0,30.5,17133,8566.5,841.0,1.1751412429378532,0.5,0.043478260869565216,17,10.186087990487515
967,397,242,441.101875,10.02015113350126,4.904331706549118,3,0.16844907407407408,122,30.730478589420656,11,22,30,11978,1138,4084,3876,16245,25938,1994,2016,0,1,1,0,0,0.6263011797362943,0.07005232379193597,6,66.16666666666667,20.333333333333332,189.66666666666666,42183,7030.5,1996.3333333333333,1.0536635706914346,1.8333333333333333,0.027707808564231738,8,3.521706461846719
969,2,9,1.344872685185185,8.0,0.9120196759259259,9,1.344872685185185,0,0.0,0,18,23,264,15,25,29,1084,3710,2000,2020,0,1,0,0,1,0.2921832884097035,0.013837638376383764,2,1.0,0.0,7.5,4794,2397.0,132.0,0.8620689655172413,0.0,0.0,5,18.15909090909091
970,66,56,135.2459375,5.484848484848484,3.926015186588103,2,0.006585648148148148,30,45.45454545454545,1,18,37,787,14,170,188,180,6222,1994,2021,0,1,0,0,1,0.02892960462873674,0.07777777777777778,1,66.0,30.0,14.0,6402,6402.0,787.0,0.9042553191489362,1.0,0.015151515151515152,19,8.134688691232528
971,25,22,0.09663194444444445,2.56,0.010508333333333333,0,0.0,6,24.0,14,18,1000,1921,169,52,41,8832,10009,1998,2018,0,1,1,0,0,0.8824058347487261,0.019134963768115944,4,6.25,1.5,42.25,18841,4710.25,480.25,1.2682926829268293,3.5,0.56,982,9.807912545549193
972,879,210,97.35061342592593,7.137656427758817,1.387575159061222,2,0.009432870370370371,169,19.226393629124004,180,25,34,18038,2737,7007,5673,6877,80712,1996,2015,1,0,0,0,1,0.08520418277331747,0.3979933110367893,7,125.57142857142857,24.142857142857142,391.0,87589,12512.714285714286,2576.8571428571427,1.2351489511722193,25.714285714285715,0.20477815699658702,9,4.855804412906087
974,384,155,465.9091319444444,9.411458333333334,6.285928126205628,3,0.032546296296296295,109,28.385416666666668,1,24,31,20076,516,3667,3615,47228,44093,1992,2017,0,1,0,0,1,1.0710997210441566,0.01092572202930465,5,76.8,21.8,103.2,91321,18264.2,4015.2,1.014384508990318,0.2,0.0026041666666666665,7,4.548764694162184
975,100,91,67.3616087962963,6.77,3.6084157407407407,1,0.0,47,47.0,14,28,42,169,24,154,82,161,4264,1989,2021,1,0,1,0,0,0.03775797373358349,0.14906832298136646,1,100.0,47.0,24.0,4425,4425.0,169.0,1.8780487804878048,14.0,0.14,14,26.183431952662723
976,104,576,192.4591087962963,25.923076923076923,8.0857010105057,8,0.7302430555555556,13,12.5,1,18,40,2029,51,1498,1802,1509,5067,1994,2020,0,1,0,0,1,0.29780935464772057,0.033797216699801194,2,52.0,6.5,25.5,6576,3288.0,1014.5,0.8312985571587126,0.5,0.009615384615384616,22,3.2410054213898474
977,141,91,34.06886574074074,5.283687943262412,1.1371533523772002,2,4.6296296296296294e-05,34,24.113475177304963,34,18,35,1898,145,372,349,1333,8061,2000,2021,0,1,0,1,0,0.1653640987470537,0.10877719429857464,1,141.0,34.0,145.0,9394,9394.0,1898.0,1.0659025787965617,34.0,0.24113475177304963,17,4.949420442571127
978,247,96,35.2578125,5.299595141700405,2.3814823717948714,2,0.00016203703703703703,116,46.963562753036435,5,18,23,4954,320,1085,1282,57448,54822,1998,2019,0,1,0,0,1,1.047900477910328,0.005570254839158892,3,82.33333333333333,38.666666666666664,106.66666666666667,112270,37423.333333333336,1651.3333333333333,0.8463338533541341,1.6666666666666667,0.020242914979757085,5,22.66249495357287
979,796,508,2138.3558333333335,12.835427135678392,15.511631929904144,2,9.259259259259259e-05,297,37.31155778894472,95,18,39,13539,1348,5224,5826,69166,144784,1983,2013,0,1,0,0,1,0.47771853243452317,0.019489344475609405,9,88.44444444444444,33.0,149.77777777777777,213950,23772.222222222223,1504.3333333333333,0.8966700995537247,10.555555555555555,0.11934673366834171,21,15.802496491616811
980,138,462,36.45809027777778,13.44927536231884,2.1608586621041335,3,0.01363425925925926,59,42.7536231884058,0,27,30,2821,171,1288,1584,3570,12039,1985,2019,0,1,0,0,1,0.2965362571642163,0.04789915966386555,3,46.0,19.666666666666668,57.0,15609,5203.0,940.3333333333334,0.8131313131313131,0.0,0.0,3,5.533144275079759
981,61,69,49.88820601851852,8.704918032786885,5.507674559805707,4,0.5917129629629629,15,24.59016393442623,4,23,40,152,52,66,62,638,642,1987,2020,1,0,0,1,0,0.9937694704049844,0.08150470219435736,2,30.5,7.5,26.0,1280,640.0,76.0,1.064516129032258,2.0,0.06557377049180328,17,8.421052631578947
982,20,33,4.233043981481481,3.25,0.3943287037037037,1,0.0,11,55.00000000000001,3,22,35,983,38,53,63,1463,2297,1993,2020,0,1,0,0,1,0.6369177187636047,0.025974025974025976,2,10.0,5.5,19.0,3760,1880.0,491.5,0.8412698412698413,1.5,0.15,13,3.8250254323499493
983,65,27,12.920462962962963,3.876923076923077,1.186809472934473,1,0.0,29,44.61538461538462,4,20,26,2060,121,163,221,5566,29732,1996,2018,0,1,0,0,1,0.18720570429167227,0.021739130434782608,4,16.25,7.25,30.25,35298,8824.5,515.0,0.7375565610859729,1.0,0.06153846153846154,6,17.13495145631068
985,12,7,0.5955324074074074,2.5,0.1977237654320988,2,1.1574074074074073e-05,6,50.0,0,18,40,447,13,36,43,385,1036,1996,2020,0,1,0,0,1,0.3716216216216216,0.033766233766233764,2,6.0,3.0,6.5,1421,710.5,223.5,0.8372093023255814,0.0,0.0,22,3.178970917225951
986,79,23,17.01587962962963,3.6582278481012658,1.3541827824660104,2,0.007523148148148148,34,43.037974683544306,1,18,35,1245,87,207,289,774,480,1994,2019,0,1,0,0,1,1.6125,0.1124031007751938,3,26.333333333333332,11.333333333333334,29.0,1254,418.0,415.0,0.7162629757785467,0.3333333333333333,0.012658227848101266,17,1.0072289156626506
987,56,32,488.1029050925926,5.107142857142857,14.521333291997356,3,0.1235300925925926,14,25.0,0,18,22,532,90,140,225,1136,5717,2001,2019,0,1,0,0,1,0.19870561483295435,0.07922535211267606,3,18.666666666666668,4.666666666666667,30.0,6853,2284.3333333333335,177.33333333333334,0.6222222222222222,0.0,0.0,4,12.881578947368421
989,522,33,190.67719907407408,3.256704980842912,1.5895775906414071,1,0.0,190,36.39846743295019,80,20,26,7779,2470,2086,1744,55177,13953,1996,2017,0,1,0,0,1,3.9544900738192506,0.04476502890697211,5,104.4,38.0,494.0,69130,13826.0,1555.8,1.1961009174311927,16.0,0.1532567049808429,6,8.886746368427819
990,152,136,69.06072916666666,20.61842105263158,2.4382159935428844,8,0.09891203703703703,17,11.18421052631579,0,18,1000,5114,170,3174,3416,3821,28672,1989,2019,0,1,0,0,1,0.13326590401785715,0.04449097095001309,3,50.666666666666664,5.666666666666667,56.666666666666664,32493,10831.0,1704.6666666666667,0.9291569086651054,0.0,0.0,982,6.353734845522096
991,385,76,106.37054398148148,5.392207792207792,2.4978451779701776,2,0.006875,181,47.01298701298701,4,19,28,5828,464,1740,1695,41095,10390,1995,2015,0,1,0,0,1,3.955245428296439,0.011290911303078233,7,55.0,25.857142857142858,66.28571428571429,51485,7355.0,832.5714285714286,1.0265486725663717,0.5714285714285714,0.01038961038961039,9,8.8340768702814
993,34,93,13.588888888888889,17.029411764705884,1.4604578567538125,4,0.14856481481481482,8,23.52941176470588,1,19,21,1087,51,445,590,2011,4167,2000,2019,0,1,0,0,1,0.4826013918886489,0.02536051715564396,3,11.333333333333334,2.6666666666666665,17.0,6178,2059.3333333333335,362.3333333333333,0.7542372881355932,0.3333333333333333,0.029411764705882353,2,5.683532658693652
994,4,68,68.9415162037037,19.5,17.670283564814813,7,1.7362152777777777,1,25.0,0,22,28,421,4,129,70,2010,4618,1997,2020,0,1,0,0,1,0.43525335643135554,0.001990049751243781,2,2.0,0.5,2.0,6628,3314.0,210.5,1.8428571428571427,0.0,0.0,6,15.743467933491686
